,0
2020-06-23,14293.927398120908
2020-06-24,14134.061083759336
2020-06-25,14111.563489009885
2020-06-26,13919.665314723996
2020-06-29,14133.344695140866
2020-06-30,14345.316626598385
2020-07-01,14321.111822374372
2020-07-02,14269.854057558088
2020-07-06,14422.60988641551
2020-07-07,14356.945596941023
2020-07-08,14440.275560625105
2020-07-09,14512.437153108625
2020-07-10,14774.239036806135
2020-07-13,14624.27552438548
2020-07-14,14714.011230714827
2020-07-15,14723.032015092878
2020-07-16,14684.365757234602
2020-07-17,14599.390194185286
2020-07-20,14827.386808641462
2020-07-21,14690.01373697093
2020-07-22,14726.94211412242
2020-07-23,14536.237918993025
2020-07-24,14569.008980566054
2020-07-27,14694.29370956996
2020-07-28,14595.586450880077
2020-07-29,14763.339397718457
2020-07-30,14832.57979612544
2020-07-31,14900.517055799512
2020-08-03,14968.848945905713
2020-08-04,15117.84288053706
2020-08-05,15139.886974622754
2020-08-06,15224.213474561719
2020-08-07,15132.432074514416
2020-08-10,15075.222899404553
2020-08-11,14918.213549581555
2020-08-12,15186.365038839367
2020-08-13,15232.85312172511
2020-08-14,15228.73137184718
2020-08-17,15349.94380089381
2020-08-18,15409.250956502941
2020-08-19,15361.52051827052
2020-08-20,15511.46407243159
2020-08-21,15596.972518171337
2020-08-24,15610.059813221007
2020-08-25,15711.359915454894
2020-08-26,15917.252516468077
2020-08-27,15873.417926410704
2020-08-28,15953.355653385192
2020-08-31,16148.057502368956
2020-09-01,16204.262710193663
2020-09-02,16269.122804264098
2020-09-03,15740.224332431822
2020-09-04,15573.921006778746
2020-09-08,15061.866001041442
2020-09-09,15343.498809726745
2020-09-10,15169.206149967224
2020-09-11,15086.725704105405
2020-09-14,15316.645687015563
2020-09-15,15474.031324298889
2020-09-16,15321.283042820007
2020-09-17,15188.958681591062
2020-09-18,15141.457327373533
2020-09-21,15085.188215236692
2020-09-22,15067.204214992553
2020-09-23,14779.760197582274
2020-09-24,14803.556362777741
2020-09-25,14980.980566650422
2020-09-28,15129.299938827546
2020-09-29,15182.097702652009
2020-09-30,15273.601711898835
2020-10-01,15440.680323944121
2020-10-02,15221.075411865266
2020-10-05,15444.662215301545
2020-10-06,15316.856551239045
2020-10-07,15484.143981048615
2020-10-08,15555.160625610382
2020-10-09,15597.352470550568
2020-10-12,15673.601612243683
2020-10-13,15767.71971145633
2020-10-14,15705.176333431275
2020-10-15,15588.60177135852
2020-10-16,15549.177393245727
2020-10-19,15511.613058376342
2020-10-20,15404.335354488403
2020-10-21,15305.019437374145
2020-10-22,15336.330905971558
2020-10-23,15318.1868744469
2020-10-26,15150.90915381244
2020-10-27,15110.333699100525
2020-10-28,14921.070752994568
2020-10-29,14969.831201450379
2020-10-30,14693.630483524354
2020-11-02,14706.538095371277
2020-11-03,14869.806039707215
2020-11-04,15107.61982767871
2020-11-05,15293.035095623047
2020-11-06,15662.867714336426
2020-11-09,15566.683536937744
2020-11-10,15389.812931468994
2020-11-11,15477.049835613281
2020-11-12,15417.287224224121
2020-11-13,15501.043465068848
2020-11-16,15637.995747020752
2020-11-17,15750.950340923338
2020-11-18,15744.061666606933
2020-11-19,15902.681295513183
2020-11-20,15903.40418129924
2020-11-23,16286.811356363327
2020-11-24,16586.513756570846
2020-11-25,16898.440060434372
2020-11-27,16862.00218659404
2020-11-30,16747.65183716777
2020-12-01,16712.30549508098
2020-12-02,16584.650192956953
2020-12-03,16789.8314902592
2020-12-04,16880.916146020918
2020-12-07,17202.82260201457
2020-12-08,17188.258021097212
2020-12-09,16977.87600396159
2020-12-10,17141.450327615767
2020-12-11,17050.211157541304
2020-12-14,17067.444397668867
2020-12-15,17118.25644944194
2020-12-16,17066.517272211106
2020-12-17,17190.718342996624
2020-12-18,17180.219439722092
2020-12-21,17165.253722406418
2020-12-22,17203.955445505173
2020-12-23,17171.71331713298
2020-12-24,17114.18646357158
2020-12-28,16900.861525751145
2020-12-29,16789.854218698532
2020-12-30,16914.217223810225
2020-12-31,16824.883451150923
2021-01-04,16655.073783563643
2021-01-05,16884.057391809492
2021-01-06,16866.61073081401
2021-01-07,17133.264978097945
2021-01-08,17324.150716470747
